[SHEET]	Calculo Para Teravolta
62	2020-12-01 00:00:00	1328.81	906.02	986.654	940.711	985.409	nan	nan	nan	2020-12-01 00:00:00	2551.0	1626.0	1562.0	1524.0	1785.0	nan	nan	nan	2020-12-01 00:00:00	0.18177800755939527	0.18986030225204742	0.19490115226715748	0.17884199364597628	0.18118064418437418	nan	nan
63	Total	9497.589999999998	18073.920000000002	12525.3484358	12834.539999999999	12612.046	6125.256	nan	nan	Total	18163.0	30645.0	23620.0	28187.0	23690.0	12422.0	nan	nan	Total 	0.17876240956657952	0.17868756270462632	0.20138891007700677	0.1790902009404139	0.17801383372720334	0.18856501695197717	nan
65	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	FACTOR DE CARGA	2020.0	2021.0	2022.0	2023.0	2024.0	2025	nan
66	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-01-01 00:00:00	0.92	0.97	0.64	0.54	0.84	0.86	nan
67	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-02-01 00:00:00	0.84	0.98	0.69	0.9	0.88	0.87	nan
68	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-03-01 00:00:00	0.38	0.71	0.67	0.77	0.71	0.87	nan
69	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-04-01 00:00:00	0.94	0.88	0.86	0.59	0.64	0.66	nan
70	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-05-01 00:00:00	0.75	0.73	0.86	0.62	0.8	0.85	nan
71	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-06-01 00:00:00	0.87	0.95	0.85	0.87	0.91	0.88	nan
72	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-07-01 00:00:00	0.8	0.89	0.79	0.6	0.87	-	nan
73	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-08-01 00:00:00	0.89	0.93	0.88	0.54	0.89	-	nan
74	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-09-01 00:00:00	0.85	0.92	0.89	0.66	0.92	-	nan
75	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-10-01 00:00:00	0.41	0.9	0.88	0.64	0.61	-	nan
76	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-11-01 00:00:00	0.74	0.81	0.9	0.77	0.92	-	nan
77	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2020-12-01 00:00:00	0.7	0.75	0.89	0.84	0.77	-	nan
78	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	Promedio	0.7574999999999998	0.8683333333333333	0.8166666666666668	0.695	0.8133333333333334	0.8316666666666667	nan
